date,system_price(avg),area_price_中国,area_price_中部,area_price_九州,area_price_北海道,area_price_北陸,area_price_四国,area_price_東京,area_price_東北,area_price_関西,LNG(close),OIL(close)
2022-05-20,18.517291,18.999166,18.999166,16.799375,16.281041,18.999166,18.999166,20.008958,15.034791,18.999166,3000.0,110.28
2022-05-21,17.128541,17.544166,17.544166,10.870625,18.525416,17.544166,17.544166,19.551666,18.538125,17.544166,,
2022-05-22,11.454791,10.128541,10.128541,8.236666,18.272291,10.128541,10.128541,18.276458,18.276458,10.128541,,
2022-05-23,17.324791,16.561458,16.648125,13.612083,20.087083,16.648125,16.561458,20.087083,20.087083,16.561458,3009.5,110.29
2022-05-24,16.13,15.276041,15.534166,14.815,14.54875,15.534166,15.276041,17.627083,14.602916,15.276041,3000.0,109.77
2022-05-25,16.795833,16.940208,16.999375,14.778333,14.495833,16.940208,16.940208,18.926666,14.510625,16.940208,3100.0,110.33
2022-05-26,20.382083,20.611041,20.673541,19.404375,16.385833,20.611041,20.611041,20.975416,16.403125,20.611041,3150.0,114.09
2022-05-27,20.985416,18.649375,20.180416,11.646666,23.810833,18.649375,18.649375,23.810833,23.810833,18.649375,3100.0,115.07
2022-05-28,13.692291,14.5825,14.5825,7.431666,13.495,14.5825,14.5825,17.06375,12.983958,14.5825,,
2022-05-29,11.658541,10.892083,10.892083,7.024375,12.926458,10.892083,10.892083,15.062291,12.899791,10.892083,,
2022-05-30,18.777083,18.490208,18.490208,16.610833,15.190833,18.490208,18.490208,19.243125,15.2825,18.490208,3200.0,
2022-05-31,19.729166,19.950625,20.028958,16.122708,21.415,19.950625,19.950625,21.415,21.415,19.950625,3269.8,114.67
2022-06-01,17.211458,17.301875,17.482083,16.889583,14.008541,17.301875,17.301875,18.03875,13.932916,17.301875,3301.4,115.26
2022-06-02,16.914583,15.8175,16.602291,13.144375,17.31,15.8175,15.8175,18.434583,17.365208,15.8175,3250.0,116.87
2022-06-03,17.338333,17.19125,17.245833,13.224166,18.459375,17.19125,17.19125,18.503125,18.183125,17.19125,3200.0,118.87
2022-06-04,13.295208,13.424583,13.64,9.784583,13.97875,13.424583,13.424583,13.882291,13.882291,13.424583,,
2022-06-05,13.642083,13.205208,13.583333,11.5275,14.40875,13.205208,13.205208,14.381666,14.381666,13.205208,,
2022-06-06,19.274791,16.642083,17.333541,14.681875,21.272291,16.642083,16.642083,21.701458,21.701458,16.642083,3200.0,118.5
2022-06-07,18.264791,16.496458,17.448541,13.850625,19.932708,16.496458,16.496458,19.852083,19.852083,16.496458,3117.2,119.41
2022-06-08,17.824583,14.947708,16.542291,12.679375,20.577916,14.947708,14.947708,20.500833,20.500833,14.947708,3100.0,122.11
2022-06-09,16.802916,14.682291,16.129166,13.92375,19.295416,14.682291,14.682291,19.08375,19.08375,14.682291,3047.8,121.51
2022-06-10,18.459791,17.423958,17.738125,17.134166,19.708958,17.423958,17.423958,19.69625,19.69625,17.423958,3150.0,120.67
2022-06-11,17.274583,15.99125,16.0725,14.265,19.425833,15.99125,15.99125,19.000625,19.000625,15.99125,,
2022-06-12,10.922291,9.917916,9.96125,8.691666,18.449583,9.917916,9.917916,18.17,18.17,9.917916,,
2022-06-13,17.512708,17.378958,17.432916,16.629583,17.367916,17.378958,17.378958,18.640208,15.323541,17.378958,3176.6,120.93
2022-06-14,18.383541,17.675208,17.675208,17.675208,14.490416,17.675208,17.675208,19.3625,14.58375,17.675208,3127.2,118.93
2022-06-15,18.539166,17.33,18.413125,17.061458,20.177916,17.33,17.33,20.129791,20.129791,17.33,3750.0,115.31
2022-06-16,18.718541,17.108541,17.935208,16.392083,20.18125,17.185208,17.108541,19.836458,19.197083,17.185208,4140.3,115.25
2022-06-17,18.125416,16.755208,17.093541,16.733541,18.089583,16.768958,16.755208,20.591041,17.956666,16.768958,4650.0,107.99
2022-06-18,17.856041,16.41875,16.450833,16.308958,15.7725,16.450833,16.41875,19.973333,14.073125,16.450833,,
2022-06-19,12.222291,10.323333,10.323333,10.019375,16.699166,10.323333,10.323333,17.630625,14.9375,10.323333,,
2022-06-20,19.489375,18.748541,18.969375,18.748541,16.179791,18.969375,18.748541,21.6325,15.569166,18.969375,4650.0,
2022-06-21,20.42,19.38125,19.38125,19.38125,17.48625,19.38125,19.38125,22.817291,17.500208,19.38125,4750.0,109.52
2022-06-22,22.120833,18.7675,22.396666,18.7675,22.591458,21.651666,18.7675,24.248125,22.859791,21.651666,4900.0,106.19
2022-06-23,20.953958,18.989583,20.201875,18.9,24.172708,20.201875,18.989583,24.147708,24.147708,20.201875,4900.0,104.27
2022-06-24,23.564583,20.262708,22.20625,20.230208,26.02875,22.04,20.262708,26.104583,26.055208,22.04,4900.0,107.62
2022-06-25,23.615625,23.992083,23.992083,18.809375,18.152916,23.992083,23.992083,27.215416,18.856458,23.992083,,
2022-06-26,23.967083,23.533125,23.533125,10.461041,18.329583,23.533125,23.533125,30.502708,21.23625,23.533125,,
2022-06-27,32.593125,29.953125,31.794375,24.154583,32.435416,31.338333,29.637083,39.4975,33.022708,31.338333,4874.3,109.57
2022-06-28,41.661041,29.591041,36.385416,19.446666,50.825833,34.92,29.591041,51.116666,50.825833,34.92,4850.0,111.76
2022-06-29,45.261041,34.905208,41.160208,22.89875,48.29,39.044583,34.905208,69.102916,49.229166,39.044583,4850.0,109.78
2022-06-30,46.029791,37.992916,46.082708,21.583125,41.014583,43.6025,37.992916,64.17875,42.60625,43.6025,5000.0,105.76
2022-07-01,38.95125,30.065208,35.828333,14.73625,32.927708,35.828333,30.065208,74.155833,33.428125,35.828333,5300.0,108.43
2022-07-02,28.305208,27.15625,27.823125,17.564583,32.350208,27.42625,27.119166,43.664583,32.708125,27.42625,,
2022-07-03,24.404583,20.822083,20.822083,11.996041,23.351041,20.822083,20.822083,32.281041,23.351041,20.822083,,
2022-07-04,35.077708,29.63125,30.973125,20.752708,44.766041,29.63125,29.63125,45.88,45.257916,29.63125,5300.0,
2022-07-05,32.449375,28.64875,30.203125,22.428125,37.706041,28.64875,28.64875,38.698333,38.698333,28.64875,5426.1,99.5
2022-07-06,26.190416,25.39625,25.996875,20.008125,29.891041,25.39625,25.39625,30.076875,30.076875,25.39625,5449.2,98.53
2022-07-07,27.013125,26.620416,27.382083,20.662708,28.915,26.620416,25.696666,28.99875,28.99875,26.620416,5522.0,102.73
2022-07-08,26.771458,27.784583,28.2,15.51125,27.567083,27.784583,27.784583,28.2,28.2,27.784583,5637.3,104.79
2022-07-09,23.165208,26.534583,26.534583,6.047708,26.129583,26.534583,22.708125,26.77,26.735833,26.534583,,
2022-07-10,20.420416,21.135208,21.181666,5.705833,24.248333,21.135208,19.904166,24.127083,24.08625,21.135208,,
2022-07-11,26.657083,25.658125,25.707083,10.109583,32.340416,25.658125,24.405208,32.799166,32.484791,25.658125,5550.0,104.09
2022-07-12,31.223125,26.863958,28.638541,22.744583,36.3275,26.863958,26.180416,36.666041,36.646041,26.863958,5500.0,95.84
2022-07-13,26.204791,26.292916,26.292916,17.116875,29.016458,26.292916,23.324583,30.097083,30.097083,26.292916,5500.0,96.3
2022-07-14,26.058125,23.973541,24.747708,20.444583,28.17375,23.973541,22.324791,28.353333,28.353333,23.973541,5600.0,95.78
2022-07-15,24.706875,24.815833,24.883333,22.3625,24.642291,24.815833,23.455,24.988958,24.628125,24.815833,5672.7,97.59
2022-07-16,19.827083,20.5425,20.5425,7.675,22.812083,20.5425,19.144791,23.016875,22.92375,20.5425,,
2022-07-17,16.3125,15.317708,15.317708,10.801666,22.797708,15.317708,15.317708,19.25375,17.761875,15.317708,,
2022-07-18,19.594375,19.440208,19.440208,15.069375,16.93,19.440208,19.376458,20.65375,16.63875,19.440208,,99.42
2022-07-19,22.012916,21.179791,21.551666,16.034166,21.0325,21.179791,21.053958,25.574166,20.7825,21.179791,5037.5,100.74
2022-07-20,24.541458,23.428125,24.965416,18.381875,23.987291,23.428125,22.524791,28.035,22.550208,23.428125,5550.0,99.88
2022-07-21,22.922708,23.228125,23.735416,12.105,24.040833,23.228125,22.213541,24.480833,22.862291,23.228125,5624.4,96.35
2022-07-22,21.856666,22.531041,23.003333,8.200416,22.972083,22.531041,20.320833,23.875416,22.060625,22.531041,5770.4,94.7
2022-07-23,16.687916,15.117291,15.117291,4.349166,22.607708,15.117291,15.117291,20.991875,20.177291,15.117291,,
2022-07-24,12.187708,11.509791,11.509791,3.228541,15.645625,11.509791,11.509791,16.668541,14.28625,11.509791,,
2022-07-25,22.930625,23.717916,23.827291,10.23625,21.125625,23.717916,22.204791,26.373125,18.524583,23.717916,5728.8,96.7
2022-07-26,27.266458,26.785625,32.416875,9.506666,26.0525,26.785625,25.735625,32.625416,24.096875,26.785625,5849.6,94.98
2022-07-27,28.525416,24.678541,31.138958,12.7875,27.201041,24.678541,24.512291,34.486458,25.760208,24.678541,6200.0,97.26
2022-07-28,28.584791,27.030625,32.008541,10.198541,25.063125,27.030625,26.528958,33.036458,23.813958,27.030625,6200.0,96.42
2022-07-29,27.796458,28.062291,29.561458,12.878125,29.1525,28.062291,27.429583,34.690833,26.794583,28.062291,6150.0,98.62
2022-07-30,21.537916,21.875833,21.875833,7.182291,22.563333,21.875833,21.875833,26.024791,18.646666,21.875833,,
2022-07-31,18.732291,18.463125,18.7425,5.401458,23.215,18.463125,18.238333,22.242291,16.406875,18.463125,,
2022-08-01,31.072083,25.344583,31.596041,15.123125,40.94,25.344583,25.22,40.310625,40.310625,25.344583,6000.0,93.89
2022-08-02,33.195208,26.854583,34.527083,12.572708,38.174375,26.854583,25.513541,43.263333,40.111875,26.854583,6100.0,94.42
2022-08-03,40.368333,24.901666,37.082916,11.055208,73.916666,24.901666,24.234583,86.12875,84.917291,24.901666,6200.0,90.66
2022-08-04,36.504583,24.465833,42.799375,12.474791,38.219166,24.465833,24.460625,55.63875,54.26625,24.465833,6348.0,88.54
2022-08-05,25.553333,24.313958,29.888541,14.535,23.632291,24.313958,24.305416,29.888541,23.486666,24.313958,6300.0,89.01
2022-08-06,18.851041,19.56625,19.56625,6.425625,15.590833,19.56625,19.56625,19.56625,15.590833,19.56625,,
2022-08-07,18.169583,18.734583,19.387083,8.742083,18.605208,18.734583,18.734583,19.49625,17.68375,18.734583,,
2022-08-08,28.984375,28.002708,29.6225,15.073958,32.653125,28.002708,28.002708,32.742708,32.681041,28.002708,6209.4,90.76
2022-08-09,33.317083,31.978333,33.333125,17.270625,39.757916,31.978333,31.978333,44.692291,40.157291,31.978333,6103.6,90.5
2022-08-10,33.103958,32.706458,33.213125,16.007916,35.539375,32.706458,32.706458,38.924166,35.285625,32.706458,6162.3,91.93
2022-08-11,24.425416,24.726458,28.618125,10.200833,22.94625,24.726458,24.726458,28.897708,23.5625,24.726458,,94.34
2022-08-12,26.507916,27.7025,28.207708,17.175208,24.359166,27.7025,27.7025,30.587708,24.629791,27.7025,6300.0,92.09
2022-08-13,21.412916,23.062291,23.062291,14.061458,20.528958,23.062291,23.062291,23.062291,20.592083,23.062291,,
2022-08-14,20.035833,21.674791,21.396666,13.375416,15.483125,21.674791,21.627916,21.489791,15.168125,21.674791,,
2022-08-15,18.351875,18.982708,19.090208,12.032083,16.531875,18.982708,18.982708,19.554375,16.228333,18.982708,6699.0,89.41
2022-08-16,26.846666,24.97375,25.057291,15.759583,20.310208,24.97375,24.97375,31.27875,20.153541,24.97375,7202.2,86.53
2022-08-17,30.036041,29.469791,29.469791,20.018541,27.532083,29.469791,29.469791,34.275625,27.565833,29.469791,7761.5,88.11
2022-08-18,22.175208,22.504375,22.687916,13.3625,19.873541,22.504375,22.504375,28.492916,19.973541,22.504375,7840.6,90.11
2022-08-19,20.072708,21.93,22.274375,14.91625,15.044166,21.93,21.654166,24.261666,14.325208,21.93,7924.2,90.44
2022-08-20,18.365,18.802916,20.090625,7.753958,19.414166,18.802916,18.802916,20.090625,19.414166,18.802916,,
2022-08-21,17.472916,17.794791,19.126666,8.399375,13.742291,17.794791,17.794791,19.126666,13.59625,17.794791,,
2022-08-22,24.362708,25.475208,25.475208,15.813125,17.673958,25.475208,25.475208,25.475208,18.845416,25.475208,8037.5,90.36
2022-08-23,30.495625,30.130208,30.940208,15.68,28.098125,30.130208,30.130208,31.05,28.398333,30.130208,8121.6,93.74
2022-08-24,29.144583,29.674583,30.574791,16.218333,19.105833,29.25375,29.174791,31.66375,21.167083,29.674583,8145.9,94.89
2022-08-25,25.608541,25.871041,26.355625,13.255208,25.132708,25.871041,25.766041,28.572916,27.213541,25.871041,8680.9,92.52
2022-08-26,24.56375,24.185,25.690208,11.002083,30.358958,23.8675,22.96,30.927291,30.431458,24.185,9623.0,93.06
2022-08-27,19.069791,18.815208,19.15375,5.649375,23.73,18.815208,18.815208,25.484583,20.397916,18.815208,,
2022-08-28,14.071458,16.601666,16.601666,6.743958,12.222708,16.601666,16.601666,17.07875,10.726458,16.601666,,
2022-08-29,23.0675,23.464583,25.959583,10.879166,17.37,23.464583,22.206666,26.057708,17.716875,23.464583,10319.0,97.01
2022-08-30,26.143541,24.721041,29.943958,12.670208,29.208958,24.721041,23.612708,30.497708,29.43875,24.721041,9571.3,91.64
2022-08-31,29.78125,30.584375,30.710625,11.939166,29.917916,30.584375,30.584375,33.357916,30.405,30.584375,8134.6,89.55
2022-09-01,34.841041,27.957708,34.652708,15.403125,35.59875,27.957708,27.957708,41.640208,39.264583,27.957708,7816.2,86.61
2022-09-02,26.276041,25.112083,28.257083,16.453333,25.993333,25.112083,25.112083,31.578125,26.51375,25.112083,7690.4,86.87
2022-09-03,23.67625,25.255833,25.349791,7.895625,25.77375,25.255833,25.255833,25.355625,25.355625,25.255833,,
2022-09-04,22.178125,22.856458,23.176041,6.667916,22.213333,22.856458,22.856458,24.215208,21.976041,22.856458,,
2022-09-05,31.589791,22.48,32.822291,17.751041,35.617291,32.676041,22.48,35.952083,35.664375,32.676041,7159.6,
2022-09-06,35.001041,26.525208,38.280625,20.488125,30.148541,36.724166,26.525208,38.906666,30.4525,36.724166,7333.9,86.88
2022-09-07,29.589583,22.767291,38.155416,8.6625,33.907916,30.243958,22.767291,39.488541,34.61375,30.243958,7364.1,81.94
2022-09-08,28.994583,20.369166,42.398958,8.5225,37.521666,30.802916,20.369166,43.666875,43.666875,30.802916,6658.2,83.54
2022-09-09,28.47875,23.045,37.441875,8.152708,38.702291,30.611875,23.045,38.306875,38.134375,30.611875,6449.0,86.79
2022-09-10,19.387083,21.438541,21.224375,3.952083,16.711666,21.438541,20.312916,21.224375,15.225208,21.438541,,
2022-09-11,14.727291,16.169791,17.515208,7.552916,17.432291,16.169791,15.325833,17.768125,16.447083,16.169791,,
2022-09-12,28.281458,21.021458,30.924166,12.745833,30.746458,28.559583,21.021458,31.453333,28.607916,28.559583,6028.4,87.78
2022-09-13,34.537916,23.859375,41.120625,13.424583,42.350625,31.513958,23.859375,42.692916,42.323333,31.513958,5808.8,87.31
2022-09-14,30.296875,25.283958,35.557291,16.520416,26.122708,33.075833,25.283958,36.583958,25.88625,33.075833,5798.0,88.48
2022-09-15,29.985625,26.753125,34.40875,19.552083,28.90375,32.02125,26.717291,34.40875,29.173333,32.02125,6204.2,85.1
2022-09-16,29.44625,23.787916,30.655625,17.799375,31.442291,30.438125,23.200833,32.639166,30.0075,30.438125,6427.2,84.76
2022-09-17,31.669375,31.251875,31.508541,18.071666,34.221875,31.251875,31.251875,32.62,32.62,31.251875,,
2022-09-18,32.609583,31.414791,31.864166,14.388333,36.61875,31.414791,31.414791,34.804375,34.804375,31.414791,,
2022-09-19,31.561041,31.193333,33.043333,16.35375,36.088333,31.193333,31.193333,35.419166,35.419166,31.193333,,85.36
2022-09-20,23.839166,17.822916,25.31,10.890208,28.602291,19.409375,17.821458,37.267083,29.044166,19.409375,6630.7,83.94
2022-09-21,22.284166,15.587708,27.435208,12.018333,26.740208,17.75875,15.025833,27.706666,26.623958,17.75875,6700.5,82.94
2022-09-22,21.485833,18.369166,24.449791,13.407291,27.940833,18.82375,17.644583,27.696666,27.696666,18.82375,6493.6,83.49
2022-09-23,12.231458,10.829166,10.829166,5.181875,27.403125,10.829166,10.829166,18.442083,18.442083,10.829166,,78.74
2022-09-24,13.582708,11.619166,11.619166,6.901458,26.281458,11.619166,11.619166,19.429375,19.429375,11.619166,,
2022-09-25,9.88,9.507708,9.507708,7.3125,13.378541,9.507708,9.507708,10.316875,10.316875,9.507708,,
2022-09-26,11.991458,11.126875,11.126875,9.28625,22.86875,11.126875,10.841041,14.586875,14.586875,11.126875,6363.6,76.71
2022-09-27,15.929166,16.010833,16.010833,14.568333,17.873125,16.010833,16.010833,18.053125,18.053125,16.010833,6322.4,78.5
2022-09-28,16.737708,16.131041,16.131041,15.80125,22.743541,16.131041,16.131041,21.93625,21.93625,16.131041,6755.8,82.15
2022-09-29,14.737291,14.430833,14.430833,14.419166,16.395,14.430833,14.430833,16.5825,15.627291,14.430833,7011.4,81.23
2022-09-30,14.635833,13.053958,13.053958,11.614375,18.412083,13.053958,13.053958,17.406875,17.047916,13.053958,6652.6,79.49
2022-10-01,16.821458,18.247083,18.3875,7.747083,19.043125,18.3875,17.91875,18.906666,18.906666,18.247083,,
2022-10-02,13.795208,14.335416,14.345833,9.79,16.597916,14.345833,14.026041,15.42375,15.42375,14.335416,,
2022-10-03,26.833333,25.865208,26.281875,18.013958,25.790208,26.281875,25.865208,30.685208,26.006458,26.281875,6502.6,83.63
2022-10-04,30.085625,30.224791,30.426458,24.684375,31.672291,30.426458,30.205,31.635208,31.635208,30.426458,6352.6,86.52
2022-10-05,26.379375,25.369166,28.790416,16.051458,28.13625,27.478541,25.369166,29.083333,28.13625,26.540625,6202.6,87.76
2022-10-06,26.256875,24.878125,28.930208,23.690833,26.79,24.878125,24.878125,29.538333,28.577291,24.878125,6052.6,88.45
2022-10-07,27.922916,26.614583,29.972291,23.726875,29.154583,26.755833,26.614583,32.8475,32.8475,26.755833,5902.6,92.64
2022-10-08,22.014583,21.353125,22.685208,10.847291,28.870416,21.353125,21.353125,26.158958,26.158958,21.353125,,
2022-10-09,18.645625,14.070208,14.2925,10.176458,28.081875,14.070208,14.070208,27.197083,27.197083,14.070208,,
2022-10-10,23.787916,13.860833,25.463125,7.45,29.571875,13.860833,13.860833,31.658541,31.658541,13.860833,,91.13
2022-10-11,16.124791,13.815208,14.88875,9.56,21.236666,13.815208,13.815208,20.393958,20.393958,13.815208,5752.6,89.35
2022-10-12,23.249375,16.905208,27.113958,14.077083,25.456666,16.905208,16.905208,28.907916,26.900833,16.905208,5602.6,87.27
2022-10-13,25.453541,17.219375,27.946041,15.339166,26.317708,17.219375,17.219375,32.977916,32.977916,17.219375,5452.6,89.11
2022-10-14,21.944166,18.407083,23.335833,16.155625,23.838958,18.407083,18.407083,27.365416,24.327083,18.407083,5302.6,85.61
2022-10-15,20.749166,17.694375,17.694375,10.524791,24.969375,17.694375,17.694375,25.190416,25.190416,17.694375,,
2022-10-16,15.9925,14.494375,14.553333,8.824375,17.538541,14.494375,14.494375,17.564375,17.564375,14.494375,,
2022-10-17,25.045,21.647291,23.302083,18.78125,28.1625,21.647291,21.647291,28.280833,28.280833,21.647291,4792.7,85.46
2022-10-18,22.87125,18.608333,18.730625,17.140416,27.524375,18.608333,18.608333,27.981458,27.579166,18.608333,5893.3,82.07
2022-10-19,22.037916,19.015208,19.205208,15.576875,28.167708,19.205208,19.015208,28.264166,28.161666,19.015208,5743.3,84.52
2022-10-20,18.792916,16.569791,16.569791,13.6575,25.975625,16.569791,16.569791,23.797083,23.797083,16.569791,5593.3,84.51
2022-10-21,19.492083,12.725833,14.032708,12.725833,27.13625,13.947291,12.725833,26.8475,26.8475,12.725833,5443.3,85.05
2022-10-22,20.122291,18.92375,19.06375,18.312083,22.151875,18.92375,18.92375,22.258541,22.258541,18.92375,,
2022-10-23,18.483333,17.5075,17.5075,15.5,22.350833,17.5075,17.5075,22.227083,22.227083,17.5075,,
2022-10-24,22.089791,21.62875,21.76875,13.930833,24.39875,21.654375,21.62875,24.730416,24.40375,21.654375,5293.3,84.58
2022-10-25,24.5575,22.6575,22.686666,18.124166,29.407916,22.686666,22.6575,29.465416,29.465416,22.6575,5143.3,85.32
2022-10-26,23.845416,22.19375,22.19375,18.07625,26.864583,22.19375,22.19375,25.62125,25.62125,22.19375,4993.3,87.91
2022-10-27,26.308333,26.053958,26.027916,21.454375,26.942708,26.027916,26.053958,26.963333,26.963333,26.053958,4843.3,89.08
2022-10-28,23.060208,23.165208,23.165208,17.922708,25.656666,23.165208,23.165208,23.449166,23.449166,23.165208,4693.3,87.9
2022-10-29,19.364791,20.180833,20.13875,9.682291,22.127083,20.13875,20.180833,20.637083,20.637083,20.180833,,
2022-10-30,17.945625,18.395,18.395,8.470625,20.585625,18.395,18.395,19.160416,19.160416,18.395,,
2022-10-31,24.3575,22.875625,22.875625,16.534166,26.036666,22.875625,22.875625,26.053333,26.053333,22.875625,4583.0,86.53
2022-11-01,28.712083,27.858541,28.265833,25.254375,30.498541,27.858541,27.858541,30.730416,30.498541,27.858541,4433.0,88.37
2022-11-02,23.124791,19.549375,23.423125,18.721875,27.707083,19.549375,19.549375,27.850208,27.657916,19.549375,4283.0,90.0
2022-11-03,25.461041,24.835,24.956666,14.162916,28.62875,24.835,24.835,28.608958,28.608958,24.835,,88.17
2022-11-04,26.027708,22.448958,26.232708,16.42,28.855625,23.030833,22.448958,29.135416,29.135416,23.030833,4407.4,92.61
2022-11-05,24.003125,22.4075,23.397916,17.47875,26.779375,22.4075,22.4075,26.779375,26.779375,22.4075,,
2022-11-06,18.221875,16.261458,18.045833,15.070208,20.418125,16.261458,16.261458,20.418125,20.418125,16.261458,,
2022-11-07,25.269375,24.288125,26.148541,15.075208,28.8075,24.298541,24.288125,28.8075,28.8075,24.298541,4370.8,91.79
2022-11-08,25.17625,19.877291,26.200208,16.87625,28.700208,22.455625,19.877291,28.838958,28.838958,22.455625,4252.3,88.91
2022-11-09,23.56375,20.87125,24.559583,13.918541,26.956041,21.135416,20.87125,27.239375,25.81625,21.135416,4253.2,85.83
2022-11-10,24.680833,21.664166,25.728333,16.972916,28.369583,21.664166,21.664166,28.405208,28.405208,21.664166,4138.6,86.47
2022-11-11,24.794791,19.658958,25.447916,10.92625,29.18875,19.658958,19.658958,29.224791,29.224791,19.658958,4013.6,88.96
2022-11-12,21.278541,17.72875,20.174375,7.464791,26.98625,17.72875,17.72875,26.461875,26.461875,17.72875,,
2022-11-13,22.333541,20.548958,22.642083,6.389791,25.048125,20.548958,20.548958,25.187916,25.187916,20.548958,,
2022-11-14,23.110416,14.973541,24.558333,12.936458,27.722708,14.973541,14.973541,27.699583,27.699583,14.973541,3888.6,85.87
2022-11-15,26.2425,19.28,25.1775,10.692291,32.590833,19.28,19.28,33.52,32.675,19.28,3779.7,86.92
2022-11-16,23.147291,18.773958,25.883333,16.648541,26.345,18.773958,18.773958,25.887708,25.887708,18.773958,3730.9,85.59
2022-11-17,26.637291,20.85375,27.250833,13.932083,29.27375,20.85375,20.85375,29.140833,29.140833,20.85375,3799.4,81.4
2022-11-18,25.085416,21.304375,25.69375,15.573541,28.563125,21.304375,21.304375,28.460416,28.460416,21.304375,3876.2,80.11
2022-11-19,18.455833,17.184375,17.875625,13.366666,21.592291,17.184375,17.184375,19.370416,19.370416,17.184375,,
2022-11-20,20.683125,17.216666,22.592916,11.497916,22.610625,17.216666,17.216666,22.71125,22.71125,17.216666,,
2022-11-21,21.501458,16.885416,21.854791,10.998541,24.644375,16.885416,16.885416,24.627916,24.627916,16.885416,3780.1,80.04
2022-11-22,21.961041,18.578541,22.704166,15.437916,22.748125,18.578541,18.578541,23.575,21.403333,18.578541,3894.6,80.95
2022-11-23,24.222083,22.892708,25.521041,8.992916,25.239166,22.892708,22.892708,25.524791,25.324375,22.892708,,77.94
2022-11-24,20.24125,16.505833,19.489166,14.531041,22.9775,16.505833,16.505833,22.9775,22.9775,16.505833,4069.6,
2022-11-25,19.989166,16.756041,21.175208,14.223958,21.02875,18.055833,16.756041,22.3475,20.967916,18.055833,4148.9,76.28
2022-11-26,19.546666,18.85,21.656666,8.905833,18.2425,18.85,18.85,22.724583,18.143958,18.85,,
2022-11-27,14.303125,13.4625,15.23625,8.001875,17.713333,13.4625,13.4625,16.694375,16.694375,13.4625,,
2022-11-28,20.2875,14.83,22.75625,9.57125,23.813541,14.83,14.83,23.989791,23.989791,14.83,4290.9,77.24
2022-11-29,20.719583,19.349791,22.270625,15.293125,22.863958,19.349791,19.349791,22.882708,22.882708,19.349791,4259.7,78.2
2022-11-30,19.157708,17.898541,19.420208,16.942916,20.487083,17.898541,17.898541,20.3425,20.3425,17.898541,4360.6,80.55
2022-12-01,20.010208,19.851041,20.374375,19.742708,20.385416,19.851041,19.469583,20.40875,20.40875,19.851041,4533.9,81.22
2022-12-02,20.694375,20.316458,20.842916,19.750625,21.430625,20.316458,20.316458,21.430625,21.430625,20.316458,4436.9,79.98
2022-12-03,19.226041,19.205208,19.205208,18.658125,20.19375,19.205208,19.205208,19.205208,19.205208,19.205208,,
2022-12-04,20.281458,20.13625,20.296666,17.039583,20.101875,20.13625,20.13625,19.977708,19.977708,20.13625,,
2022-12-05,24.015625,22.302916,22.816875,17.524375,26.434791,22.302916,22.302916,26.545625,26.503541,22.302916,4611.9,76.93
2022-12-06,22.77125,19.136875,21.965416,16.895416,27.220625,19.136875,19.136875,27.524791,27.524791,19.136875,4743.2,74.25
2022-12-07,22.69,21.469791,23.498541,21.469166,24.307291,21.469791,21.469791,24.299583,24.299583,21.469791,4834.3,72.01
2022-12-08,22.453125,20.348541,23.441875,18.626666,23.453125,20.348541,20.348541,23.441875,23.441875,20.348541,5009.3,71.46
2022-12-09,23.423125,22.82875,23.499583,22.546458,24.842083,22.82875,22.82875,24.852708,24.852708,22.82875,4874.8,71.02
2022-12-10,19.9175,18.75625,19.759583,17.933125,20.991041,18.75625,18.75625,20.322708,20.322708,18.75625,,
2022-12-11,19.303333,18.61,19.778958,18.61,19.79,18.61,18.61,19.778958,19.778958,18.61,,
2022-12-12,23.42625,21.571875,23.985,21.571875,24.28625,21.571875,21.571875,24.0,24.0,21.571875,4914.3,73.17
2022-12-13,23.866666,19.78125,27.060833,19.78125,26.491458,19.78125,19.78125,27.64875,27.51625,19.78125,4960.3,75.39
2022-12-14,23.57875,22.960416,24.282083,22.960416,24.538333,22.960416,22.960416,24.282083,24.282083,22.960416,5021.6,77.28
2022-12-15,26.473125,24.489791,27.712916,24.348541,25.42125,24.489791,24.489791,28.104375,28.104375,24.489791,5142.7,76.11
2022-12-16,27.525833,24.241041,29.392083,24.033958,27.321041,24.241041,24.241041,29.392083,29.392083,24.241041,5374.7,74.46
2022-12-17,27.342291,26.891458,28.790625,21.404375,26.113541,26.891458,26.891458,28.724583,28.724583,26.891458,,
2022-12-18,24.87,25.297083,25.330833,20.913333,25.330833,25.297083,25.297083,25.330833,25.330833,25.297083,,
2022-12-19,34.626458,32.503958,34.745,25.416041,34.715833,32.503958,32.503958,34.715833,34.715833,32.503958,4840.3,75.38
2022-12-20,32.071458,30.954166,33.384791,25.364166,32.661666,30.954166,30.954166,33.290833,33.290833,30.954166,4679.0,76.23
2022-12-21,33.053958,31.049791,34.023541,23.628541,34.023541,31.049791,31.049791,34.023541,34.023541,31.049791,4517.6,78.29
2022-12-22,28.50375,26.640833,30.565833,22.1975,30.521875,26.640833,26.640833,30.565833,30.565833,26.640833,4356.3,77.49
2022-12-23,32.319166,32.774166,33.575416,29.791041,32.063333,32.774166,32.774166,32.968958,32.182291,32.774166,4195.0,79.56
2022-12-24,27.08125,27.97375,28.021875,15.501458,27.470416,27.97375,27.97375,27.7125,27.672291,27.97375,,
